decay_fn,epsilon_min,epsilon_max,epsilon_decay,alpha,beta,delta,reward_discount,mem_size,batch_size,episodes,reward,max_score,action_space,qrtm_n_clauses,T,s,wins,win_ratio,run_date,bin_length,incremental,weighted_clauses,binarizer
SEDF,0,0,0,0.4,0.2,0.2,1,10000,30,50,1,200,2,40000,20000,1e-06,0,0.0,20210104_075054,16,True,False,U
